epoch,grad_norm,learning_rate,loss,step,source_checkpoint
0.028975009054690328,3.281184196472168,1.9713209733487836e-05,3.7417,100,checkpoint-5000
0.028975009054690328,3.281184196472168,1.9713209733487836e-05,3.7417,100,checkpoint-6904
0.057950018109380656,3.2661898136138916,1.9423522595596758e-05,2.3231,200,checkpoint-6904
0.057950018109380656,3.2661898136138916,1.9423522595596758e-05,2.3231,200,checkpoint-5000
0.086925027164071,3.337620735168457,1.913383545770568e-05,2.1801,300,checkpoint-5000
0.086925027164071,3.337620735168457,1.913383545770568e-05,2.1801,300,checkpoint-6904
0.11590003621876131,3.260021924972534,1.8844148319814602e-05,2.0713,400,checkpoint-6904
0.11590003621876131,3.260021924972534,1.8844148319814602e-05,2.0713,400,checkpoint-5000
0.14487504527345166,3.037973165512085,1.8554461181923524e-05,1.9996,500,checkpoint-5000
0.14487504527345166,3.037973165512085,1.8554461181923524e-05,1.9996,500,checkpoint-6904
0.173850054328142,3.187037706375122,1.8264774044032446e-05,2.0269,600,checkpoint-6904
0.173850054328142,3.187037706375122,1.8264774044032446e-05,2.0269,600,checkpoint-5000
0.2028250633828323,3.265702724456787,1.7975086906141368e-05,2.0398,700,checkpoint-5000
0.2028250633828323,3.265702724456787,1.7975086906141368e-05,2.0398,700,checkpoint-6904
0.23180007243752263,3.1867551803588867,1.768539976825029e-05,2.0464,800,checkpoint-6904
0.23180007243752263,3.1867551803588867,1.768539976825029e-05,2.0464,800,checkpoint-5000
0.26077508149221296,3.2906746864318848,1.7395712630359215e-05,2.0257,900,checkpoint-5000
0.26077508149221296,3.2906746864318848,1.7395712630359215e-05,2.0257,900,checkpoint-6904
0.2897500905469033,3.2487096786499023,1.7106025492468137e-05,1.9343,1000,checkpoint-6904
0.2897500905469033,3.2487096786499023,1.7106025492468137e-05,1.9343,1000,checkpoint-5000
0.3187250996015936,3.2534055709838867,1.6816338354577056e-05,1.9636,1100,checkpoint-5000
0.3187250996015936,3.2534055709838867,1.6816338354577056e-05,1.9636,1100,checkpoint-6904
0.347700108656284,3.491349697113037,1.652665121668598e-05,1.967,1200,checkpoint-6904
0.347700108656284,3.491349697113037,1.652665121668598e-05,1.967,1200,checkpoint-5000
