epoch,grad_norm,learning_rate,loss,step,source
0.028975009054690328,1.433443546295166,1.9713209733487836e-05,1.1316,100,checkpoint-5000
0.057950018109380656,1.553640365600586,1.9423522595596758e-05,0.9234,200,checkpoint-5000
0.086925027164071,1.8856699466705322,1.913383545770568e-05,0.8933,300,checkpoint-5000
0.11590003621876131,1.7763645648956299,1.8844148319814602e-05,0.8661,400,checkpoint-5000
0.14487504527345166,1.6981703042984009,1.8554461181923524e-05,0.8461,500,checkpoint-5000
0.173850054328142,1.8847434520721436,1.8264774044032446e-05,0.8328,600,checkpoint-5000
0.2028250633828323,1.9714871644973755,1.7975086906141368e-05,0.8325,700,checkpoint-5000
0.23180007243752263,2.0149009227752686,1.768539976825029e-05,0.8284,800,checkpoint-5000
0.26077508149221296,2.119516611099243,1.7395712630359215e-05,0.816,900,checkpoint-5000
0.2897500905469033,2.1347815990448,1.7106025492468137e-05,0.7992,1000,checkpoint-5000
0.3187250996015936,1.9996615648269653,1.6816338354577056e-05,0.7991,1100,checkpoint-5000
0.347700108656284,2.067476272583008,1.652665121668598e-05,0.7982,1200,checkpoint-5000
0.3766751177109743,2.1021647453308105,1.6236964078794903e-05,0.791,1300,checkpoint-5000
0.4056501267656646,2.1087517738342285,1.5947276940903825e-05,0.7848,1400,checkpoint-5000
0.43462513582035495,2.3278303146362305,1.5657589803012747e-05,0.7724,1500,checkpoint-5000
0.46360014487504525,2.143286943435669,1.536790266512167e-05,0.7831,1600,checkpoint-5000
0.4925751539297356,2.280974864959717,1.5078215527230593e-05,0.7816,1700,checkpoint-5000
0.5215501629844259,2.739560604095459,1.4788528389339513e-05,0.7669,1800,checkpoint-5000
0.5505251720391162,2.1670148372650146,1.4498841251448437e-05,0.7687,1900,checkpoint-5000
0.5795001810938066,2.2817580699920654,1.4209154113557359e-05,0.7639,2000,checkpoint-5000
0.6084751901484969,2.434814691543579,1.3919466975666283e-05,0.7619,2100,checkpoint-5000
0.6374501992031872,2.581254720687866,1.3629779837775203e-05,0.7552,2200,checkpoint-5000
0.6664252082578775,2.2448790073394775,1.3340092699884126e-05,0.7539,2300,checkpoint-5000
0.695400217312568,2.3468668460845947,1.3050405561993048e-05,0.7634,2400,checkpoint-5000
0.7243752263672583,2.5199973583221436,1.276071842410197e-05,0.7607,2500,checkpoint-5000
0.7533502354219486,2.749521493911743,1.2471031286210892e-05,0.7526,2600,checkpoint-5000
0.7823252444766389,2.3432886600494385,1.2181344148319816e-05,0.7382,2700,checkpoint-5000
0.8113002535313292,2.8203132152557373,1.1891657010428738e-05,0.737,2800,checkpoint-5000
0.8402752625860196,2.322160243988037,1.160196987253766e-05,0.7411,2900,checkpoint-5000
0.8692502716407099,2.515707015991211,1.1312282734646582e-05,0.7544,3000,checkpoint-5000
0.8982252806954002,2.2316031455993652,1.1022595596755506e-05,0.7526,3100,checkpoint-5000
0.9272002897500905,2.722946882247925,1.0732908458864428e-05,0.7433,3200,checkpoint-5000
0.9561752988047809,2.915323495864868,1.044322132097335e-05,0.7371,3300,checkpoint-5000
0.9851503078594712,2.581737995147705,1.0153534183082272e-05,0.7319,3400,checkpoint-5000
1.0139080043462514,2.8285138607025146,9.863847045191194e-06,0.7294,3500,checkpoint-5000
1.0428830134009417,2.5410804748535156,9.574159907300117e-06,0.7278,3600,checkpoint-5000
1.071858022455632,2.4995779991149902,9.28447276940904e-06,0.7264,3700,checkpoint-5000
1.1008330315103223,2.869966745376587,8.994785631517961e-06,0.7256,3800,checkpoint-5000
1.1298080405650126,2.612233877182007,8.705098493626883e-06,0.7264,3900,checkpoint-5000
1.158783049619703,2.596062421798706,8.415411355735807e-06,0.7208,4000,checkpoint-5000
1.1877580586743934,2.6354682445526123,8.125724217844727e-06,0.7243,4100,checkpoint-5000
1.2167330677290837,2.575685977935791,7.836037079953651e-06,0.7205,4200,checkpoint-5000
1.245708076783774,2.7323710918426514,7.546349942062573e-06,0.7299,4300,checkpoint-5000
1.2746830858384643,2.8383517265319824,7.256662804171496e-06,0.7082,4400,checkpoint-5000
1.3036580948931547,2.520395517349243,6.966975666280418e-06,0.7158,4500,checkpoint-5000
1.332633103947845,2.73539400100708,6.67728852838934e-06,0.7181,4600,checkpoint-5000
1.3616081130025353,2.4605438709259033,6.387601390498263e-06,0.719,4700,checkpoint-5000
1.3905831220572256,2.207162857055664,6.097914252607185e-06,0.7247,4800,checkpoint-5000
1.4195581311119159,2.913245439529419,5.8082271147161075e-06,0.7137,4900,checkpoint-5000
1.4485331401666062,2.6266374588012695,5.5185399768250295e-06,0.7069,5000,checkpoint-5000
