epoch,grad_norm,learning_rate,loss,step,source
0.028975009054690328,0.7109638452529907,1.9713209733487836e-05,0.9773,100,checkpoint-5000
0.057950018109380656,0.8514766097068787,1.9423522595596758e-05,0.8082,200,checkpoint-5000
0.086925027164071,1.0142673254013062,1.913383545770568e-05,0.7777,300,checkpoint-5000
0.11590003621876131,0.9202415347099304,1.8844148319814602e-05,0.7573,400,checkpoint-5000
0.14487504527345166,0.9648640155792236,1.8554461181923524e-05,0.7418,500,checkpoint-5000
0.173850054328142,1.0005450248718262,1.8264774044032446e-05,0.7312,600,checkpoint-5000
0.2028250633828323,1.1620707511901855,1.7975086906141368e-05,0.7328,700,checkpoint-5000
0.23180007243752263,1.2383384704589844,1.768539976825029e-05,0.7307,800,checkpoint-5000
0.26077508149221296,1.273120641708374,1.7395712630359215e-05,0.7222,900,checkpoint-5000
0.2897500905469033,1.2285938262939453,1.7106025492468137e-05,0.7069,1000,checkpoint-5000
0.3187250996015936,1.2444871664047241,1.6816338354577056e-05,0.7083,1100,checkpoint-5000
0.347700108656284,1.3193916082382202,1.652665121668598e-05,0.7088,1200,checkpoint-5000
0.3766751177109743,1.3190348148345947,1.6236964078794903e-05,0.7016,1300,checkpoint-5000
0.4056501267656646,1.3089090585708618,1.5947276940903825e-05,0.6949,1400,checkpoint-5000
0.43462513582035495,1.428447961807251,1.5657589803012747e-05,0.6873,1500,checkpoint-5000
0.46360014487504525,1.3440920114517212,1.536790266512167e-05,0.6991,1600,checkpoint-5000
0.4925751539297356,1.4943649768829346,1.5078215527230593e-05,0.6963,1700,checkpoint-5000
0.5215501629844259,1.6931753158569336,1.4788528389339513e-05,0.6819,1800,checkpoint-5000
0.5505251720391162,1.3193528652191162,1.4498841251448437e-05,0.6849,1900,checkpoint-5000
0.5795001810938066,1.515738844871521,1.4209154113557359e-05,0.6797,2000,checkpoint-5000
0.6084751901484969,1.4826302528381348,1.3919466975666283e-05,0.6801,2100,checkpoint-5000
0.6374501992031872,1.49709153175354,1.3629779837775203e-05,0.6742,2200,checkpoint-5000
0.6664252082578775,1.3216403722763062,1.3340092699884126e-05,0.6716,2300,checkpoint-5000
0.695400217312568,1.4788944721221924,1.3050405561993048e-05,0.6822,2400,checkpoint-5000
0.7243752263672583,1.6157200336456299,1.276071842410197e-05,0.6792,2500,checkpoint-5000
0.7533502354219486,1.678004264831543,1.2471031286210892e-05,0.6729,2600,checkpoint-5000
0.7823252444766389,1.5468871593475342,1.2181344148319816e-05,0.658,2700,checkpoint-5000
0.8113002535313292,1.781164526939392,1.1891657010428738e-05,0.6608,2800,checkpoint-5000
0.8402752625860196,1.57771635055542,1.160196987253766e-05,0.6615,2900,checkpoint-5000
0.8692502716407099,1.6354413032531738,1.1312282734646582e-05,0.6758,3000,checkpoint-5000
0.8982252806954002,1.4577981233596802,1.1022595596755506e-05,0.6724,3100,checkpoint-5000
0.9272002897500905,1.7333968877792358,1.0732908458864428e-05,0.6661,3200,checkpoint-5000
0.9561752988047809,1.8916294574737549,1.044322132097335e-05,0.6615,3300,checkpoint-5000
0.9851503078594712,1.7398371696472168,1.0153534183082272e-05,0.6549,3400,checkpoint-5000
1.0139080043462514,1.7511845827102661,9.863847045191194e-06,0.6537,3500,checkpoint-5000
1.0428830134009417,1.7249552011489868,9.574159907300117e-06,0.644,3600,checkpoint-5000
1.071858022455632,1.7298442125320435,9.28447276940904e-06,0.649,3700,checkpoint-5000
1.1008330315103223,1.869608998298645,8.994785631517961e-06,0.6477,3800,checkpoint-5000
1.1298080405650126,1.8577299118041992,8.705098493626883e-06,0.6468,3900,checkpoint-5000
1.158783049619703,1.700732946395874,8.415411355735807e-06,0.6427,4000,checkpoint-5000
1.1877580586743934,1.7162561416625977,8.125724217844727e-06,0.6448,4100,checkpoint-5000
1.2167330677290837,1.5834299325942993,7.836037079953651e-06,0.6448,4200,checkpoint-5000
1.245708076783774,1.7088874578475952,7.546349942062573e-06,0.6519,4300,checkpoint-5000
1.2746830858384643,1.8097186088562012,7.256662804171496e-06,0.6346,4400,checkpoint-5000
1.3036580948931547,1.6511025428771973,6.966975666280418e-06,0.6414,4500,checkpoint-5000
1.332633103947845,1.8715065717697144,6.67728852838934e-06,0.6417,4600,checkpoint-5000
1.3616081130025353,1.572782278060913,6.387601390498263e-06,0.6447,4700,checkpoint-5000
1.3905831220572256,1.6109107732772827,6.097914252607185e-06,0.6476,4800,checkpoint-5000
1.4195581311119159,1.8400990962982178,5.8082271147161075e-06,0.6357,4900,checkpoint-5000
1.4485331401666062,1.8099093437194824,5.5185399768250295e-06,0.632,5000,checkpoint-5000
