epoch,grad_norm,learning_rate,loss,step,source_checkpoint
1.6223831944947484,2.806642532348633,3.7804171494785636e-06,0.6466,5600,checkpoint-6904
1.6513582035494387,2.641045331954956,3.490730011587486e-06,0.6374,5700,checkpoint-6904
1.680333212604129,2.758877992630005,3.2010428736964084e-06,0.6453,5800,checkpoint-6904
1.7093082216588193,2.6853432655334473,2.911355735805331e-06,0.6428,5900,checkpoint-6904
1.7382832307135097,2.7798867225646973,2.6216685979142524e-06,0.6458,6000,checkpoint-6904
1.7672582397682,2.525317907333374,2.331981460023175e-06,0.6449,6100,checkpoint-6904
1.7962332488228903,2.6764659881591797,2.0422943221320976e-06,0.6414,6200,checkpoint-6904
1.8252082578775806,2.7948548793792725,1.7526071842410198e-06,0.638,6300,checkpoint-6904
1.8541832669322709,2.5613937377929688,1.462920046349942e-06,0.6349,6400,checkpoint-6904
1.8831582759869612,2.8465754985809326,1.1732329084588644e-06,0.6451,6500,checkpoint-6904
1.9121332850416515,2.7521486282348633,8.835457705677869e-07,0.6383,6600,checkpoint-6904
1.9411082940963418,2.7715532779693604,5.938586326767092e-07,0.641,6700,checkpoint-6904
1.970083303151032,2.6416566371917725,3.0417149478563155e-07,0.6389,6800,checkpoint-6904
1.9990583122057226,2.654620885848999,1.4484356894553885e-08,0.6481,6900,checkpoint-6904
