epoch,grad_norm,learning_rate,loss,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,source_checkpoint
0.011589164131537013,0.393641859292984,3.8e-05,1.9307,20,,,,,checkpoint-3000
0.011589164131537013,0.393641859292984,3.8e-05,1.9307,20,,,,,checkpoint-3452
0.023178328263074026,0.2882158160209656,7.800000000000001e-05,1.24,40,,,,,checkpoint-3452
0.023178328263074026,0.2882158160209656,7.800000000000001e-05,1.24,40,,,,,checkpoint-3000
0.034767492394611035,0.13632068037986755,0.000118,0.787,60,,,,,checkpoint-3000
0.034767492394611035,0.13632068037986755,0.000118,0.787,60,,,,,checkpoint-3452
0.04635665652614805,0.18274952471256256,0.00015800000000000002,0.7182,80,,,,,checkpoint-3452
0.04635665652614805,0.18274952471256256,0.00015800000000000002,0.7182,80,,,,,checkpoint-3000
0.05794582065768506,0.1705198734998703,0.00019800000000000002,0.658,100,,,,,checkpoint-3000
0.05794582065768506,0.1705198734998703,0.00019800000000000002,0.658,100,,,,,checkpoint-3452
0.06953498478922207,0.15430784225463867,0.00019886634844868737,0.6227,120,,,,,checkpoint-3452
0.06953498478922207,0.15430784225463867,0.00019886634844868737,0.6227,120,,,,,checkpoint-3000
0.08112414892075909,0.1282224804162979,0.00019767303102625298,0.6049,140,,,,,checkpoint-3000
0.08112414892075909,0.1282224804162979,0.00019767303102625298,0.6049,140,,,,,checkpoint-3452
0.0927133130522961,0.12483865767717361,0.00019647971360381861,0.6,160,,,,,checkpoint-3452
0.0927133130522961,0.12483865767717361,0.00019647971360381861,0.6,160,,,,,checkpoint-3000
0.10430247718383312,0.12617284059524536,0.00019528639618138428,0.5908,180,,,,,checkpoint-3000
0.10430247718383312,0.12617284059524536,0.00019528639618138428,0.5908,180,,,,,checkpoint-3452
0.11589164131537012,0.12514790892601013,0.00019409307875894988,0.5854,200,,,,,checkpoint-3452
0.11589164131537012,0.12514790892601013,0.00019409307875894988,0.5854,200,,,,,checkpoint-3000
0.12748080544690715,0.11229442805051804,0.00019289976133651552,0.5699,220,,,,,checkpoint-3000
0.12748080544690715,0.11229442805051804,0.00019289976133651552,0.5699,220,,,,,checkpoint-3452
0.13906996957844414,0.11994798481464386,0.00019170644391408115,0.5784,240,,,,,checkpoint-3452
0.13906996957844414,0.11994798481464386,0.00019170644391408115,0.5784,240,,,,,checkpoint-3000
0.15065913370998116,0.12176382541656494,0.00019051312649164678,0.5686,260,,,,,checkpoint-3000
0.15065913370998116,0.12176382541656494,0.00019051312649164678,0.5686,260,,,,,checkpoint-3452
0.16224829784151817,0.1254643350839615,0.00018931980906921242,0.5612,280,,,,,checkpoint-3452
0.16224829784151817,0.1254643350839615,0.00018931980906921242,0.5612,280,,,,,checkpoint-3000
0.1738374619730552,0.11210352927446365,0.00018812649164677805,0.5678,300,,,,,checkpoint-3000
0.1738374619730552,0.11210352927446365,0.00018812649164677805,0.5678,300,,,,,checkpoint-3452
0.1854266261045922,0.12942825257778168,0.00018693317422434369,0.5711,320,,,,,checkpoint-3452
0.1854266261045922,0.12942825257778168,0.00018693317422434369,0.5711,320,,,,,checkpoint-3000
0.19701579023612922,0.12876373529434204,0.00018573985680190932,0.5575,340,,,,,checkpoint-3000
0.19701579023612922,0.12876373529434204,0.00018573985680190932,0.5575,340,,,,,checkpoint-3452
0.20860495436766624,0.1341639757156372,0.00018454653937947495,0.5675,360,,,,,checkpoint-3000
0.20860495436766624,0.1341639757156372,0.00018454653937947495,0.5675,360,,,,,checkpoint-3452
0.22019411849920326,0.11732107400894165,0.0001833532219570406,0.5589,380,,,,,checkpoint-3000
